id,year,section,user,amphitheatre,module,seat_block,seat_row,seat_column,latitude_mean,longitude_mean,accuracy_mean,gps_variance,is_outside,sample_count,raw_gps_readings,collection_metadata,navigator_context,screen_context,network_information,battery_status,timestamp,created_at,device_info,target_label,dist_Amphi_1,dist_Amphi_2,dist_Amphi_3,dist_Amphi_4,dist_Amphi_5,dist_Amphi_6,dist_Amphi_7,dist_Amphi_8,dist_nearest,dist_2nd,dist_gap,nearest_amphi,log_accuracy,accuracy_bin,high_accuracy_flag,has_seat,seat_block_enc,seat_row_filled,seat_column_filled,seat_zone_id,hour_of_day,hour_sin,hour_cos,label_enc
7702,3,,,Amphi 8,Manual Selection,Center,1.0,4.0,36.6883414,2.8660534,27.51700019836425,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:56:31.138000+00:00,2026-04-20 09:56:33.166547+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006522330421079615,0.0004398595973514645,0.0001881512002281746,7.845190483969706e-05,0.0006368554163745406,0.00042283974753838975,0.00023163645893735244,6.257680992801588e-05,6.257680992801588e-05,7.845190483969706e-05,1.5875094911681182e-05,Amphi 8,3.3505004076284948,0,1,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,7
7660,3,,,Amphi 8,Manual Selection,Center,1.0,4.0,36.688346,2.866068,50.7509994506836,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:56:31.131000+00:00,2026-04-20 09:56:32.994830+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006373093386349927,0.00042516581209546344,0.0001728658640241576,6.837014125544155e-05,0.0006221330515205445,0.0004081613418729395,0.0002167652616010764,4.8826581292362935e-05,4.8826581292362935e-05,6.837014125544155e-05,1.954355996307861e-05,Amphi 8,3.9464437450156717,1,0,1,1,1.0,4.0,104,9,0.7071067811865476,-0.7071067811865475,7
1044,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883248,2.866485,34.11100006103516,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:03.583000+00:00,2026-04-08 09:20:05.430428+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022960460778915264,2.9191091146086384e-05,0.0002574990890281065,0.00036217270231116844,0.00020815939875212328,2.7664196388603897e-05,0.00020340470433845737,0.00036944978179350303,2.7664196388603897e-05,2.9191091146086384e-05,1.526894757482487e-06,Amphi 6,3.5585144734270724,1,0,1,1,3.0,9.0,309,9,0.7071067811865476,-0.7071067811865475,1
4246,3,,,Amphi 5,Computer and Network Security,Center,3.0,2.0,36.6883719,2.8666978,13.446000099182127,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:59:07.686000+00:00,2026-04-12 08:59:09.602341+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 5,2.4501998267632123e-05,0.00020557457126118073,0.00046256963724827473,0.0005782624400794913,1.3247578618731884e-05,0.00022265206262944684,0.00041361236149634127,0.0005832216928336184,1.3247578618731884e-05,2.4501998267632123e-05,1.1254419648900239e-05,Amphi 5,2.6704175664943706,0,1,1,1,3.0,2.0,302,8,0.8660254037844387,-0.4999999999999998,4
1812,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883598,2.8665039,15.19200038909912,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:13.399000+00:00,2026-04-08 09:23:16.607569+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00020267955590910552,1.283845806753268e-05,0.00026990965513275374,0.00038438334239912335,0.00018605208059981325,2.9129155891171752e-05,0.00021949887133686723,0.00038894452022227347,1.283845806753268e-05,2.9129155891171752e-05,1.629069782363907e-05,Amphi 2,2.7845173171353856,0,1,1,2,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
3476,1,,ayoub,Amphi 6,,,,,36.688392907407945,2.866500733753519,20.00000000000072,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:28:29.004000+00:00,2026-04-12 07:28:38.687045+00:00,,Amphi 6,0.00020264997965580735,4.0784472883426564e-05,0.00026523632737469205,0.00038732459503305905,0.00019184595495146462,4.85923702072294e-05,0.0002190492145596893,0.000389265269108157,4.0784472883426564e-05,4.85923702072294e-05,7.807897323802836e-06,Amphi 2,3.044522437723457,0,1,0,3,-1.0,-1.0,-1,7,0.9659258262890683,-0.25881904510252063,5
6774,2,,,Amphi 4,Computer Architecture,Center,7.0,5.0,36.6883059,2.8661136,11.376999855041504,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:07:21.555000+00:00,2026-04-12 16:07:22.053783+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005965704576274184,0.0003824028483497461,0.00014733736728538723,9.724735877417543e-06,0.0005789964792615414,0.0003653256688227528,0.00017871833890782226,2.9785195043123864e-05,9.724735877417543e-06,2.9785195043123864e-05,2.006045916570632e-05,Amphi 4,2.51583989984596,0,1,1,1,7.0,5.0,705,16,-0.8660254037844385,-0.5000000000000004,3
2535,1,,,Amphi 2,Object Oriented Programming,Left,4.0,5.0,36.6883465,2.8664932,12.850000381469728,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:20.058000+00:00,2026-04-08 09:27:41.803757+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.7499.115 Mobile Safari/537.36",Amphi 2,0.00021585989114935558,6.34229959391166e-06,0.0002610859227519919,0.0003721048232127212,0.00019729730070386408,1.765352426185945e-05,0.000209139048003087,0.00037764861785937907,6.34229959391166e-06,1.765352426185945e-05,1.1311224667947792e-05,Amphi 2,2.6282852601762876,0,1,1,0,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
1822,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883598,2.8665039,15.19200038909912,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:23:13.400000+00:00,2026-04-08 09:23:17.116613+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00020267955590910552,1.283845806753268e-05,0.00026990965513275374,0.00038438334239912335,0.00018605208059981325,2.9129155891171752e-05,0.00021949887133686723,0.00038894452022227347,1.283845806753268e-05,2.9129155891171752e-05,1.629069782363907e-05,Amphi 2,2.7845173171353856,0,1,1,2,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
3898,3,,,Amphi 6,Machine Learning,Center,6.0,4.0,36.6883494,2.8664802,26.347999572753903,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:27:44.974000+00:00,2026-04-12 08:27:46.094591+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6,0.00022792857969838333,1.3361618900616863e-05,0.0002477895756949598,0.00035952543092660687,0.0002100799955465635,4.373997611075758e-06,0.00019600594441006013,0.00036475233596499175,4.373997611075758e-06,1.3361618900616863e-05,8.987621289541106e-06,Amphi 6,3.3086433844289753,0,1,1,1,6.0,4.0,604,8,0.8660254037844387,-0.4999999999999998,5
4564,3,,,Amphi 5,Computer and Network Security,Center,3.0,2.0,36.688399,2.8666821,7.831999778747559,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:17:47.285000+00:00,2026-04-12 09:17:48.148818+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5,2.1508757029289056e-05,0.00019454440018210623,0.00044668861525726353,0.0005664899341646888,3.8575207488088264e-05,0.00021148757483794263,0.0003997526900095793,0.0005699277668055829,2.1508757029289056e-05,3.8575207488088264e-05,1.7066450458799207e-05,Amphi 1,2.1783814644835116,0,1,1,1,3.0,2.0,302,9,0.7071067811865476,-0.7071067811865475,4
4101,3,,,Amphi 6,Machine Learning,Center,8.0,7.0,36.6883468,2.8664727,16.066999435424805,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:32:25.835000+00:00,2026-04-12 08:32:27.489809+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6,0.00023580285013928627,2.128616853777524e-05,0.00024082474103605904,0.00035176959147398534,0.00021772536760655747,5.426047631906798e-06,0.00018865760655993022,0.000357166903973734,5.426047631906798e-06,2.128616853777524e-05,1.586012090586844e-05,Amphi 6,2.8371467413566878,0,1,1,1,8.0,7.0,807,8,0.8660254037844387,-0.4999999999999998,5
5210,3,,,Amphi 5,Computer and Network Security,Center,7.0,5.0,36.6883494,2.8666932,14.484000205993652,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:14:43.871000+00:00,2026-04-12 12:14:43.080700+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.7462956904524654e-05,0.00020011883614794024,0.00045934424315335133,0.0005715387189107521,1.2270429202690723e-05,0.00021707525702940867,0.0004088960606982606,0.0005776561969403975,1.2270429202690723e-05,4.7462956904524654e-05,3.519252770183393e-05,Amphi 5,2.7398072460190472,0,1,1,1,7.0,5.0,705,12,1.2246467991473532e-16,-1.0,4
3516,1,,,Amphi 1,Introduction to Linux,Center,5.0,6.0,36.6884224,2.866685,26.354999542236328,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:49:27.177000+00:00,2026-04-12 07:49:30.682063+00:00,"Mozilla/5.0 (Linux; Android 14; Infinix X6882 Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.53 Mobile Safari/537.36 Instagram 424.0.0.49.64 Android (34/14; 480dpi; 1080x2460; INFINIX/Infinix; Infinix X6882; Infinix-X6882; mt6789; en_US; 929871642; IABMV/1)",Amphi 1,3.235439757907753e-05,0.0002041074251211723,0.0004507361396007152,0.0005736445748350796,6.136842536367954e-05,0.0002207346945969598,0.0004056606985249014,0.0005758691954402067,3.235439757907753e-05,6.136842536367954e-05,2.901402778460201e-05,Amphi 1,3.3088993107816025,0,1,1,1,5.0,6.0,506,7,0.9659258262890683,-0.25881904510252063,0
1143,1,,,Amphi 2,Object Oriented Programming,Center,3.0,5.0,36.6883342,2.8664748,14.425999641418455,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:25.231000+00:00,2026-04-08 09:20:25.589617+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00023670912262420543,2.6130363602694556e-05,0.0002453760875261947,0.0003526186796156524,0.0002168380450453582,1.6856472586342078e-05,0.0001919383554749309,0.00035909435524229935,1.6856472586342078e-05,2.6130363602694556e-05,9.273891016352477e-06,Amphi 6,2.7360543742665366,0,1,1,1,3.0,5.0,305,9,0.7071067811865476,-0.7071067811865475,1
8214,3,,,Amphi 8,Manual Selection,Center,3.0,2.0,36.68836581610172,2.866188594296464,11.306483689467097,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:34:08.868000+00:00,2026-04-20 12:34:09.377650+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8,0.0005156396215296237,0.00030479273800158434,5.217950643981792e-05,8.864849124336946e-05,0.0005013732425353932,0.0002879176398080004,9.60902858642995e-05,7.889696772286567e-05,5.217950643981792e-05,7.889696772286567e-05,2.6717461283047745e-05,Amphi 3,2.5101262527195334,0,1,1,1,3.0,2.0,302,12,1.2246467991473532e-16,-1.0,7
2178,1,,,Amphi 2,Object Oriented Programming,Center,4.0,5.0,36.68841442267915,2.866503429993013,24.986967563195872,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:25:53.566000+00:00,2026-04-08 09:25:54.121232+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1",Amphi 2,0.00020080258923429564,6.243962697981575e-05,0.0002691384962756468,0.00039531342576713314,0.00019395299118800215,6.904490354197897e-05,0.00022605355466906376,0.0003956505850007303,6.243962697981575e-05,6.904490354197897e-05,6.605276562163221e-06,Amphi 2,3.2575951647855343,0,1,1,1,4.0,5.0,405,9,0.7071067811865476,-0.7071067811865475,1
2864,1,,nasro,Outside,,,,,36.6882885,2.8659536,6.396999835968018,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:11:35.011000+00:00,2026-04-08 20:48:31.834886+00:00,,Outside,0.0007573972725195238,0.0005433338864754577,0.0002991783147393495,0.00017060687730027478,0.0007399298040206499,0.0005262556723996852,0.0003381283850389551,0.00016881509171192565,0.00016881509171192565,0.00017060687730027478,1.7917855883491302e-06,Amphi 8,2.001074490430256,0,1,0,3,-1.0,-1.0,-1,20,-0.8660254037844386,0.5000000000000001,8
2152,1,,,Amphi 2,Object Oriented Programming,Center,3.0,3.0,36.6883471,2.8664851,13.387999534606934,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:25:20.025000+00:00,2026-04-08 09:25:21.036618+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022362244742826667,9.855916484862149e-06,0.00025299620635920605,0.00036412194490608693,0.00020533341636536185,9.782080619947369e-06,0.00020101801611999522,0.0003695702265058183,9.782080619947369e-06,9.855916484862149e-06,7.383586491478003e-08,Amphi 6,2.6663944934874593,0,1,1,1,3.0,3.0,303,9,0.7071067811865476,-0.7071067811865475,1
1347,1,,,Amphi 2,Object Oriented Programming,Center,3.0,4.0,36.6883494,2.8664885,34.59299850463867,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:54.560000+00:00,2026-04-08 09:20:56.177207+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.0002198085786146228,5.753626981413628e-06,0.00025598837553810795,0.00036776563069885207,0.0002017937099566786,1.2472881121549421e-05,0.0002042973734161792,0.0003730465345040203,5.753626981413628e-06,1.2472881121549421e-05,6.719254140135793e-06,Amphi 2,3.57214894729765,1,0,1,1,3.0,4.0,304,9,0.7071067811865476,-0.7071067811865475,1
4484,3,,,Amphi 5,Computer and Network Security,Center,3.0,3.0,36.6883852,2.8666917,9.94499969482422,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:16:06.898000+00:00,2026-04-12 09:16:07.678790+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5,1.5735169773432855e-05,0.00020120821843928877,0.0004561804861073994,0.0005738906050579192,2.4032792207121276e-05,0.00021826477555423346,0.00040816972894980086,0.0005781223287251931,1.5735169773432855e-05,2.4032792207121276e-05,8.297622433688421e-06,Amphi 1,2.39288270309216,0,1,1,1,3.0,3.0,303,9,0.7071067811865476,-0.7071067811865475,4
1504,1,,,Amphi 2,Object Oriented Programming,Center,1.0,1.0,36.6883449,2.8665019,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:20.499000+00:00,2026-04-08 09:21:24.113499+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 2,0.00020778482577709409,1.184571098047174e-05,0.00026993013456398066,0.0003805863076247905,0.0001887544025423954,2.6482365289819604e-05,0.00021791924505776408,0.0003863032949357541,1.184571098047174e-05,2.6482365289819604e-05,1.4636654309347865e-05,Amphi 2,3.044522437723423,0,1,1,1,1.0,1.0,101,9,0.7071067811865476,-0.7071067811865475,1
5967,3,,,Amphi 3,Manual Selection,Center,4.0,5.0,36.68839777063514,2.8662240378010355,18.70849610850072,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:08:49.147000+00:00,2026-04-12 15:08:50.141723+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3,0.0004793300348235474,0.000272798221497287,1.4698735975420836e-05,0.00013636849460632564,0.00046733939709146,0.0002563941187702643,7.202108436467725e-05,0.00012489652195830236,1.4698735975420836e-05,7.202108436467725e-05,5.732234838925641e-05,Amphi 3,2.981049817314991,0,1,1,1,4.0,5.0,405,15,-0.7071067811865471,-0.7071067811865479,2
6980,2,,,Amphi 4,Computer Architecture,Left,1.0,3.0,36.6882693,2.8661219,13.99899959564209,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:09:47.188000+00:00,2026-04-12 16:09:47.713053+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4,0.0005950567884318828,0.0003804952564248844,0.00016476344804412617,3.6557150128880955e-05,0.0005754374578669467,0.00036353113810169805,0.0001853727159898731,6.659891183584071e-05,3.6557150128880955e-05,6.659891183584071e-05,3.0041761706959753e-05,Amphi 4,2.707983505254231,0,1,1,0,1.0,3.0,103,16,-0.8660254037844385,-0.5000000000000004,3
3700,3,,,Amphi 5,Computer and Network Security,Center,2.0,1.0,36.6883512,2.8666995,17.481000900268555,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:18:40.825000+00:00,2026-04-12 08:18:42.560308+00:00,"Mozilla/5.0 (Linux; Android 11; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 5,4.4729156675867414e-05,0.00020639576781444034,0.00046547344060283324,0.0005779591014778477,1.385258298943466e-05,0.00022336941793733105,0.00041515901167715627,0.0005839996987331777,1.385258298943466e-05,4.4729156675867414e-05,3.087657368643276e-05,Amphi 5,2.916743226016813,0,1,1,1,2.0,1.0,201,8,0.8660254037844387,-0.4999999999999998,4
4530,3,,,Amphi 5,Computer and Network Security,Center,3.0,3.0,36.6883891,2.8666933,22.636999130249023,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:16:06.898000+00:00,2026-04-12 09:16:07.865339+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5,1.2068907824453986e-05,0.00020344630174123373,0.00045776800925292855,0.0005760261183527643,2.8069774662350236e-05,0.0002204854506242802,0.000410038981393549,0.000580063072712398,1.2068907824453986e-05,2.8069774662350236e-05,1.6000866837896252e-05,Amphi 1,3.162813244135494,0,1,1,1,3.0,3.0,303,9,0.7071067811865476,-0.7071067811865475,4
5231,3,,,Amphi 5,Computer and Network Security,Center,7.0,5.0,36.688348,2.8666909,10.42099952697754,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:14:43.872000+00:00,2026-04-12 12:14:43.103808+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.9361406992831056e-05,0.00019784848941503693,0.00045717490971702347,0.0005691399934131697,1.3265564490639735e-05,0.00021479033758376725,0.00040663034607537756,0.0005753250037215164,1.3265564490639735e-05,4.9361406992831056e-05,3.609584250219132e-05,Amphi 5,2.4354537246515653,0,1,1,1,7.0,5.0,705,12,1.2246467991473532e-16,-1.0,4
632,1,,,Amphi 2,Manual Selection,Center,2.0,9.0,36.68842938925726,2.866511188720191,32.937119614129465,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:43:51.309000+00:00,2026-04-08 07:43:52.633578+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 2,0.0001950948200371652,7.865332445429676e-05,0.0002786565877246767,0.00040706966338218537,0.00019131096066454087,8.586813269003044e-05,0.0002376074629440131,0.0004064469603478479,7.865332445429676e-05,8.586813269003044e-05,7.214808235733687e-06,Amphi 2,3.524509389207898,1,0,1,1,2.0,9.0,209,7,0.9659258262890683,-0.25881904510252063,1
3440,1,,ayoub,Amphi 6,,,,,36.68832963061907,2.8666060146021466,25.057893180724356,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:52.993000+00:00,2026-04-12 07:28:38.685985+00:00,,Amphi 6,0.00011768682696584239,0.00011526504354365278,0.00037514750847321676,0.0004832765804017792,8.968375823800603e-05,0.00013163074142526007,0.00032290196737520517,0.0004903426516169017,8.968375823800603e-05,0.00011526504354365278,2.558128530564674e-05,Amphi 5,3.260320723483227,0,1,0,3,-1.0,-1.0,-1,7,0.9659258262890683,-0.25881904510252063,5
1238,1,,,Amphi 2,Object Oriented Programming,Center,1.0,3.0,36.6883416,2.8664821,14.336000442504885,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:34.848000+00:00,2026-04-08 09:20:36.319123+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022779620828633756,1.5735693385141795e-05,0.0002510090158823187,0.00036055431059905783,0.00020877161005263212,1.1138476633280447e-05,0.0001984153010721865,0.00036644053822321176,1.1138476633280447e-05,1.5735693385141795e-05,4.597216751861348e-06,Amphi 6,2.730203034597339,0,1,1,1,1.0,3.0,103,9,0.7071067811865476,-0.7071067811865475,1
2622,1,,,Amphi 2,Object Oriented Programming,Center,6.0,7.0,36.6883532,2.8665043,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:28:13.792000+00:00,2026-04-08 09:28:17.334912+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00020356288852659866,1.1194974929841837e-05,0.0002710902407870613,0.0003839092630206859,0.0001858202142881207,2.8254809327051283e-05,0.0002199586346801105,0.0003889894746294117,1.1194974929841837e-05,2.8254809327051283e-05,1.7059834397209448e-05,Amphi 2,3.044522437723423,0,1,1,1,6.0,7.0,607,9,0.7071067811865476,-0.7071067811865475,1
4095,3,,,Amphi 6,Machine Learning,Center,8.0,7.0,36.6883468,2.8664727,16.066999435424805,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:32:25.825000+00:00,2026-04-12 08:32:27.312399+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 6,0.00023580285013928627,2.128616853777524e-05,0.00024082474103605904,0.00035176959147398534,0.00021772536760655747,5.426047631906798e-06,0.00018865760655993022,0.000357166903973734,5.426047631906798e-06,2.128616853777524e-05,1.586012090586844e-05,Amphi 6,2.8371467413566878,0,1,1,1,8.0,7.0,807,8,0.8660254037844387,-0.4999999999999998,5
984,1,,,Amphi 2,Object Oriented Programming,Center,2.0,1.0,36.6883429,2.8664847,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:19:50.121000+00:00,2026-04-08 09:19:51.382426+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022496259801726656,1.302220186490315e-05,0.00025332568800268276,0.0003632719328454164,0.00020606356228559925,1.179432616131573e-05,0.00020090091370852782,0.0003690635813197853,1.179432616131573e-05,1.302220186490315e-05,1.22787570358742e-06,Amphi 6,3.044522437723423,0,1,1,1,2.0,1.0,201,9,0.7071067811865476,-0.7071067811865475,1
2247,1,,,Amphi 2,Object Oriented Programming,Center,3.0,5.0,36.688341,2.8664865,12.494999885559082,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:14.341000+00:00,2026-04-08 09:26:14.437873+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2,0.00022367097926108024,1.3561981923545545e-05,0.00025544364027969,0.0003648745410906011,0.00020445002521435126,1.4408345629776115e-05,0.0002028505299458028,0.0003708307519273326,1.3561981923545545e-05,1.4408345629776115e-05,8.463637062305703e-07,Amphi 2,2.602319237989722,0,1,1,1,3.0,5.0,305,9,0.7071067811865476,-0.7071067811865475,1
5274,3,,,Amphi 5,Computer and Network Security,Center,9.0,5.0,36.6883516,2.8666887,8.42199993133545,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:15:32.953000+00:00,2026-04-12 12:15:32.274646+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5,4.653280801237952e-05,0.00019559318003591574,0.00045467647086988914,0.000567225200629151,9.711594961321779e-06,0.0002125701677269194,0.00040435370681174616,0.00057321463824618,9.711594961321779e-06,4.653280801237952e-05,3.6821213051057745e-05,Amphi 5,2.243047372990166,0,1,1,1,9.0,5.0,905,12,1.2246467991473532e-16,-1.0,4
7863,3,,,Amphi 8,Manual Selection,Right,8.0,4.0,36.6883125,2.8660487,13.718000411987305,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:30:25.917000+00:00,2026-04-20 12:30:26.915884+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 8,0.0006599371345925653,0.0004462380252341893,0.0002017397179993918,7.492202629883214e-05,0.0006430955651176677,0.0004291614194771912,0.00024015015465298178,7.088174517097798e-05,7.088174517097798e-05,7.492202629883214e-05,4.040281127854159e-06,Amphi 8,2.689071262496478,0,1,1,2,8.0,4.0,804,12,1.2246467991473532e-16,-1.0,7
7823,3,,,Amphi 8,Manual Selection,Right,1.0,1.0,36.6883425,2.8660543,13.607999801635742,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:27:59.904000+00:00,2026-04-20 12:28:02.039472+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8,0.0006512452919893385,0.0004389326079642512,0.00018700587068541335,7.816081281124145e-05,0.000635922502167575,0.00042191637605747616,0.00023066004923607457,6.179368046248079e-05,6.179368046248079e-05,7.816081281124145e-05,1.6367132348760655e-05,Amphi 8,2.6815693102734603,0,1,1,2,1.0,1.0,101,12,1.2246467991473532e-16,-1.0,7
