id,year,section,user,amphitheatre,module,seat_block,seat_row,seat_column,latitude_mean,longitude_mean,accuracy_mean,gps_variance,is_outside,sample_count,raw_gps_readings,collection_metadata,navigator_context,screen_context,network_information,battery_status,timestamp,created_at,device_info,target_label
3231,1,,nasro,Outside,,,,,36.6882827,2.866549,6.517000198364258,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:42:10.033000+00:00,2026-04-08 20:48:31.849064+00:00,,Outside
4315,1,,ayoub,Amphi 7,,,,,36.68836232550964,2.866273939755009,22.99998538426532,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:02:30.336000+00:00,2026-04-12 09:03:33.783100+00:00,,Amphi 7
6686,2,,,Amphi 4,Computer Architecture,Right,6.0,3.0,36.68838361044025,2.8661138832051907,17.082088856041345,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:06:08.779000+00:00,2026-04-12 16:06:10.394607+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
4387,3,,,Amphi 5,Computer and Network Security,Center,3.0,3.0,36.6883492,2.866676,13.70300006866455,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:15:04.131000+00:00,2026-04-12 09:15:05.560942+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",Amphi 5
7164,2,,,Amphi 4,Computer Architecture,Left,5.0,3.0,36.688312,2.8661116,13.166000366210938,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:11:33.164000+00:00,2026-04-12 16:11:33.660438+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
3421,1,,ayoub,Amphi 6,,,,,36.68835287181066,2.866562348934448,22.533185781043567,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:33.999000+00:00,2026-04-12 07:28:38.685465+00:00,,Amphi 6
7011,2,,,Amphi 4,Computer Architecture,Left,1.0,3.0,36.6882743,2.8661181,7.89900016784668,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:09:47.189000+00:00,2026-04-12 16:09:47.747356+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
3424,1,,ayoub,Amphi 6,,,,,36.68834916889072,2.866569332300518,22.686324525012942,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:36.994000+00:00,2026-04-12 07:28:38.685547+00:00,,Amphi 6
4655,1,,,Amphi 2,Linear Algebra,Center,4.0,9.0,36.6883361,2.8664785,14.324999809265137,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:20:19.750000+00:00,2026-04-12 09:20:22.526187+00:00,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 2
6363,3,,,Amphi 1,Manual Selection,Center,7.0,5.0,36.68840400654218,2.866709104633664,24.99999996265575,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:48:59.603000+00:00,2026-04-12 15:49:00.524070+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
7430,3,,,Amphi 8,Manual Selection,Center,1.0,6.0,36.6883166,2.8660551,15.586999893188477,0.0,False,1,[],{},{},{},{},{},2026-04-20 09:15:47.379000+00:00,2026-04-20 09:15:48.239089+00:00,"Mozilla/5.0 (Linux; Android 12; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 8
2410,1,,,Amphi 2,Object Oriented Programming,Right,2.0,2.0,36.6883411,2.8664968,12.64900016784668,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:54.210000+00:00,2026-04-08 09:26:55.026194+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
2199,1,,,Amphi 2,Object Oriented Programming,Center,3.0,5.0,36.6883478,2.8664912,13.407999992370604,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:14.340000+00:00,2026-04-08 09:26:14.284886+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
24,3,,,Amphi 6,Time Series Analysis and Classification,Center,2.0,2.0,36.6883167,2.8663913,14.230999946594238,0.0,False,0,"[{'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}, {'latitude': 36.6883167, 'longitude': 2.8663913, 'speed_m_s': None, 'timestamp': '2026-03-08T08:51:39.999Z', 'accuracy_m': 14.230999946594238, 'altitude_m': 181.00001525878906, 'heading_deg': None, 'altitude_accuracy_m': None}]","{'number_of_readings': 11, 'collection_duration_seconds': 0}","{'platform': 'Linux armv8l', 'user_agent': 'Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.7632.120 Mobile Safari/537.36', 'device_memory_gb': 2, 'max_touch_points': 5, 'hardware_concurrency': 8}","{'avail_width': 360, 'color_depth': 24, 'avail_height': 800, 'screen_width': 360, 'screen_height': 800, 'device_pixel_ratio': 2}","{'rtt_ms': 0, 'save_data': False, 'downlink_mbps': 9.4, 'effective_type': '4g', 'connection_type': 'cellular'}","{'is_charging': False, 'battery_level': 0.36}",2026-03-08 08:51:49.078000+00:00,2026-03-08 08:51:51.596865+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.7632.120 Mobile Safari/537.36",Amphi 6
5779,3,,,Amphi 5,Computer and Network Security,Right,10.0,3.0,36.6883581,2.8666901,23.590999603271484,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:21:44.854000+00:00,2026-04-12 12:21:44.274482+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
1584,1,,,Amphi 2,Object Oriented Programming,Center,5.0,6.0,36.688344,2.8664856,13.513999938964844,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:51.837000+00:00,2026-04-08 09:21:49.109244+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
6980,2,,,Amphi 4,Computer Architecture,Left,1.0,3.0,36.6882693,2.8661219,13.99899959564209,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:09:47.188000+00:00,2026-04-12 16:09:47.713053+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
2711,1,,admin,Outside,,,,,36.68833137639372,2.8670792664933944,17.049507577598657,0.0,True,1,[],{},{},{},{},{},2026-04-08 13:12:35.578000+00:00,2026-04-08 13:12:52.326442+00:00,,Outside
6887,2,,,Amphi 4,Computer Architecture,Right,10.0,3.0,36.68836593003313,2.8661344129026944,23.999999987436745,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:08:39.848000+00:00,2026-04-12 16:08:41.081057+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
6457,2,,,Amphi 4,Computer Architecture,Right,1.0,3.0,36.688394551506896,2.8660897891501977,23.03948523232622,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:03:27.043000+00:00,2026-04-12 16:03:27.917698+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
1175,1,,,Amphi 2,Object Oriented Programming,Center,2.0,7.0,36.68842576194622,2.8664916666894724,24.99339830965521,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:28.704000+00:00,2026-04-08 09:20:29.923120+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",Amphi 2
2723,1,,admin,Outside,,,,,36.68830304171596,2.867044951307582,23.332177784760997,0.0,True,1,[],{},{},{},{},{},2026-04-08 13:12:49.643000+00:00,2026-04-08 13:12:52.326808+00:00,,Outside
5875,3,,,Amphi 3,Manual Selection,Center,1.0,9.0,36.68839777185623,2.8661488510557787,18.48640712266899,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:03:58.010000+00:00,2026-04-12 15:03:58.765633+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
5934,3,,,Amphi 3,Manual Selection,Center,1.0,9.0,36.68838861090616,2.8662256784574125,18.278222017763603,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:07:18.020000+00:00,2026-04-12 15:07:18.952471+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
2712,1,,admin,Outside,,,,,36.68832945083964,2.8670742412875745,18.99982185414109,0.0,True,1,[],{},{},{},{},{},2026-04-08 13:12:38.635000+00:00,2026-04-08 13:12:52.326488+00:00,,Outside
5210,3,,,Amphi 5,Computer and Network Security,Center,7.0,5.0,36.6883494,2.8666932,14.484000205993652,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:14:43.871000+00:00,2026-04-12 12:14:43.080700+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
5575,3,,,Amphi 5,Computer and Network Security,Left,6.0,3.0,36.6883473,2.8666888,12.597999572753906,0.0,False,1,[],{},{},{},{},{},2026-04-12 12:18:13.485000+00:00,2026-04-12 12:18:12.880114+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 5
6642,2,,,Amphi 4,Computer Architecture,Right,5.0,3.0,36.68839306952528,2.866181595421633,23.999904240894367,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:05:35.172000+00:00,2026-04-12 16:05:36.123084+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
6448,3,,,Amphi 1,Manual Selection,Center,4.0,9.0,36.68835190553315,2.8666300549576604,21.81054351411575,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:49:25.479000+00:00,2026-04-12 15:49:26.441972+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
5873,3,,,Amphi 3,Manual Selection,Center,1.0,9.0,36.68840093676935,2.866225980688923,21.50920322774714,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:03:58.010000+00:00,2026-04-12 15:03:58.765556+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
4342,1,,ayoub,Amphi 7,,,,,36.68836882430767,2.866344364207217,22.99999999999495,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:02:57.345000+00:00,2026-04-12 09:03:33.783854+00:00,,Amphi 7
6290,3,,,Amphi 1,Manual Selection,Center,8.0,7.0,36.68827685685481,2.866879120709675,29.983713370588383,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:47:55.557000+00:00,2026-04-12 15:47:56.519251+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
6758,2,,,Amphi 4,Computer Architecture,Right,8.0,3.0,36.68836593715335,2.8661344109536566,23.99997526482425,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:07:11.318000+00:00,2026-04-12 16:07:12.278799+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
6615,2,,,Amphi 4,Computer Architecture,Right,4.0,3.0,36.68839602415087,2.866199794737601,23.999999996235232,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:04:57.863000+00:00,2026-04-12 16:04:58.564231+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 4
3273,1,,nasro,Outside,,,,,36.6884208,2.8665833,4.590000152587891,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:45:39.538000+00:00,2026-04-08 20:48:31.850762+00:00,,Outside
3436,1,,ayoub,Amphi 6,,,,,36.6883309103715,2.86660291734551,24.909834422332683,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:48.994000+00:00,2026-04-12 07:28:38.685876+00:00,,Amphi 6
6058,3,,,Amphi 3,Manual Selection,Left,1.0,5.0,36.68836401582259,2.8661961567836505,23.99999999904328,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:12:59.308000+00:00,2026-04-12 15:13:00.547828+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
4958,3,,,Amphi 6,Time Series Analysis and Classification,Center,5.0,6.0,36.6883389,2.8664779,15.628999710083008,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:59:16.585000+00:00,2026-04-12 09:59:18.646122+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 6
8264,3,,,Amphi 8,Manual Selection,Left,2.0,4.0,36.688371682402654,2.8662029526373827,11.004185914093112,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:34:33.581000+00:00,2026-04-20 12:34:34.108853+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8
2954,1,,nasro,Outside,,,,,36.6883702,2.8668212,8.871999740600586,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:19:04.990000+00:00,2026-04-08 20:48:31.838349+00:00,,Outside
2350,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883487,2.8665118,24.80699920654297,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:44.108000+00:00,2026-04-08 09:26:45.772831+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
7877,3,,,Amphi 8,Manual Selection,Right,4.0,1.0,36.688369739312016,2.86617576966357,18.2090340570693,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:30:44.620000+00:00,2026-04-20 12:30:45.749444+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8
2143,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883353,2.8664523,24.371000289916992,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:24:55.552000+00:00,2026-04-08 09:24:57.405762+00:00,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.177 Mobile Safari/537.36",Amphi 2
353,1,,,Amphi 2,Object Oriented Programming,Center,2.0,8.0,36.6883316,2.8664785,9.060999870300291,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:42:45.673000+00:00,2026-04-08 07:42:46.188780+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
6987,2,,,Amphi 4,Computer Architecture,Left,1.0,3.0,36.6882779,2.8661157,11.220999717712402,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:09:47.188000+00:00,2026-04-12 16:09:47.713255+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
2340,1,,,Amphi 2,Object Oriented Programming,Right,4.0,5.0,36.6883484,2.866505,11.70699977874756,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:26:44.107000+00:00,2026-04-08 09:26:45.759582+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
4750,1,,,Amphi 2,Linear Algebra,Center,3.0,1.0,36.68841643809258,2.866501802956781,20.372218908092524,0.0,False,1,[],{},{},{},{},{},2026-04-12 09:26:37.187000+00:00,2026-04-12 09:26:38.354325+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",Amphi 2
2977,1,,nasro,Outside,,,,,36.6883698,2.8667141,5.5879998207092285,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:20:59.973000+00:00,2026-04-08 20:48:31.839219+00:00,,Outside
8180,3,,,Amphi 8,Manual Selection,Right,9.0,5.0,36.6883111,2.8661631,24.72100067138672,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:33:37.582000+00:00,2026-04-20 12:33:39.311559+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",Amphi 8
2776,1,,nasro,Outside,,,,,36.6884164,2.8667344,27.82900047302246,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:03:58.531000+00:00,2026-04-08 20:48:31.831447+00:00,,Outside
1112,1,,,Amphi 2,Object Oriented Programming,Right,5.0,1.0,36.6883455,2.8665031,13.517999649047852,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:24.130000+00:00,2026-04-08 09:20:25.043224+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36",Amphi 2
2773,1,,nasro,Outside,,,,,36.6884124,2.86691,17.826000213623047,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:03:42.588000+00:00,2026-04-08 20:48:31.831308+00:00,,Outside
2792,1,,nasro,Outside,,,,,36.6884329,2.8666133,7.071000099182129,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:05:22.987000+00:00,2026-04-08 20:48:31.832072+00:00,,Outside
4191,3,,,Amphi 6,Machine Learning,Center,3.0,3.0,36.6883447,2.8664757,34.21200180053711,0.0,False,1,[],{},{},{},{},{},2026-04-12 08:56:55.870000+00:00,2026-04-12 08:56:57.335415+00:00,"Mozilla/5.0 (Linux; Android 16; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.7680.178 Mobile Safari/537.36",Amphi 6
6353,3,,,Amphi 1,Manual Selection,Center,8.0,4.0,36.68837663639973,2.8665849078747545,21.24417062520948,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:48:24.298000+00:00,2026-04-12 15:48:25.005019+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
3393,1,,ayoub,Amphi 6,,,,,36.68840202880592,2.8664583659209923,24.34152968342468,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:05.996000+00:00,2026-04-12 07:28:38.684696+00:00,,Amphi 6
5954,3,,,Amphi 3,Manual Selection,Center,1.0,1.0,36.688395231555006,2.8662184125577843,9.760784687187655,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:08:11.320000+00:00,2026-04-12 15:08:12.385273+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 3
8051,3,,,Amphi 8,Manual Selection,Center,10.0,2.0,36.68837572535598,2.8661836440905293,13.47327847555779,0.0,False,1,[],{},{},{},{},{},2026-04-20 12:32:41.216000+00:00,2026-04-20 12:32:41.719890+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1",Amphi 8
3031,1,,nasro,Outside,,,,,36.6883317,2.8666325,16.511999130249023,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:25:30.022000+00:00,2026-04-08 20:48:31.841375+00:00,,Outside
3443,1,,ayoub,Amphi 6,,,,,36.68833728815122,2.866603083052069,23.45285906836572,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:27:55.992000+00:00,2026-04-12 07:28:38.686068+00:00,,Amphi 6
6447,3,,,Amphi 1,Manual Selection,Center,4.0,9.0,36.68835190283943,2.8666300567051386,21.810622165281263,0.0,False,1,[],{},{},{},{},{},2026-04-12 15:49:25.479000+00:00,2026-04-12 15:49:26.441944+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 1
3474,1,,ayoub,Amphi 6,,,,,36.68839310991691,2.8665000908728304,20.0,0.0,False,1,[],{},{},{},{},{},2026-04-12 07:28:27.006000+00:00,2026-04-12 07:28:38.686989+00:00,,Amphi 6
1602,1,,,Amphi 2,Object Oriented Programming,Center,3.0,9.0,36.6883302,2.8664772,25.638999938964844,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:21:48.507000+00:00,2026-04-08 09:21:49.211730+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
789,1,,,Amphi 2,Object Oriented Programming,Center,1.0,4.0,36.6883436,2.8665001,25.04700088500977,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:44:11.998000+00:00,2026-04-08 07:44:14.991375+00:00,"Mozilla/5.0 (Linux; U; Android 15; en-dz; RMX3871 Build/AP3A.240617.008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.5970.168 Mobile Safari/537.36 HeyTapBrowser/45.14.0.1",Amphi 2
969,1,,,Amphi 2,Object Oriented Programming,Center,4.0,8.0,36.6883606,2.8664982,23.756000518798828,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:45:23.879000+00:00,2026-04-08 07:45:26.316586+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 2
3004,1,,nasro,Outside,,,,,36.6883936,2.866684,5.982999801635742,0.0,True,1,[],{},{},{},{},{},2026-04-08 20:23:14.997000+00:00,2026-04-08 20:48:31.840298+00:00,,Outside
1188,1,,,Amphi 2,Object Oriented Programming,Center,1.0,9.0,36.68842500403189,2.866495148250883,24.13261538669758,0.0,False,1,[],{},{},{},{},{},2026-04-08 09:20:30.973000+00:00,2026-04-08 09:20:31.982100+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",Amphi 2
383,1,,,Amphi 2,Object Oriented Programming,Center,3.0,4.0,36.688422568753445,2.866505181163301,12.676260647839836,0.0,False,1,[],{},{},{},{},{},2026-04-08 07:42:59.072000+00:00,2026-04-08 07:43:00.272224+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",Amphi 2
6877,2,,,Amphi 4,Computer Architecture,Center,9.0,5.0,36.6882681,2.8661222,39.97499847412109,0.0,False,1,[],{},{},{},{},{},2026-04-12 16:08:16.593000+00:00,2026-04-12 16:08:17.314326+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",Amphi 4
